DESCRIPCION|CODCIE9_1|CODCIE9_2|URGENCIA
FRACTURA DE FALANGES DEL PIE, ABIERTA|826.1||1
FRACTURA DE FALANGES DEL PIE, CERRADA|826.0||1
FRACTURA DE FALANGES DEL PIE DERECHO|826.0||0
FRACTURA DE FEMUR|821.00||0
FRACTURA DE FEMUR.|821.00||0
FRACTURA DE FEMUR, ABIERTA|821.10||1
FRACTURA DE FEMUR, CABEZA, ABIERTA|820.19||1
FRACTURA DE FEMUR, CABEZA, CERRADA|820.09||1
FRACTURA DE FEMUR, CERRADA|821.00||1
FRACTURA DE FEMUR, CUELLO, ABIERTA|820.9||1
FRACTURA DE FEMUR, CUELLO, CERRADA|820.8||1
FRACTURA DE FEMUR DERECHO|821.00||0
FRACTURA DE FEMUR DERECHO.|821.00||0
FRACTURA DE FEMUR, DIAFISIS, ABIERTA|821.11||1
FRACTURA DE FEMUR, DIAFISIS, CERRADA|821.01||1
FRACTURA DE FEMUR, EXTREMO INFERIOR, ABIERTA|821.30||1
FRACTURA DE FEMUR, EXTREMO INFERIOR, CERRADA|821.20||1
FRACTURA DE FEMUR IZQUIERDO|821.00||0
FRACTURA DE HUESO MALAR Y/O MAXILAR, ABIERTA|802.5||1
FRACTURA DE HUESO MALAR Y/O MAXILAR, CERRADA|802.4||1
FRACTURA DE HUESOS DE LA MANO, MULTIPLE, ABIERTA|817.1||1
FRACTURA DE HUESOS DE LA MANO, MULTIPLE, CERRADA|817.0||1
FRACTURA DE HUESOS DEL CARPO, ABIERTA|814.10||1
FRACTURA DE HUESOS DEL CARPO, CERRADA|814.00||1
FRACTURA DE HUESOS NASALES, ABIERTA|802.1||1
FRACTURA DE HUESOS NASALES, CERRADA|802.0||1
FRACTURA DE HUESOS PROPIOS|802.0||0
FRACTURA DE HUESOS PROPIOS DE LA NARIZ|802.0||0
FRACTURA DE HUESOS PROPIOS NASALES|802.0||0
FRACTURA DE HUMERO|812.20||0
FRACTURA DE HUMERO, ABIERTA|812.30||1
FRACTURA DE HUMERO, CERRADA|812.20||1
FRACTURA DE HUMERO DERECHO|812.20||0
FRACTURA DE HUMERO, DIAFISIS, ABIERTA|812.31||1
FRACTURA DE HUMERO, DIAFISIS, CERRADA|812.21||1
FRACTURA DE HUMERO, EXTREMO INFERIOR, ABIERTA|812.5||1
FRACTURA DE HUMERO, EXTREMO INFERIOR, CERRADA|812.4||1
FRACTURA DE HUMERO, EXTREMO SUPERIOR, ABIERTA|812.1||1
FRACTURA DE HUMERO, EXTREMO SUPERIOR, CERRADA|812.0||1
FRACTURA DE HUMERO IZQ.|812.20||0
FRACTURA DE HUMERO IZQUIERDO|812.20||0
FRACTURA DE LA RAMA ILIO-PUBIANA IZQ|808.42||0
FRACTURA DE LA RAMA ISQUIOPUBIANA DCHA|808.42||0
FRACTURA DE LARINGE, TRAQUEA, ABIERTA|807.6||1
FRACTURA DE LARINGE, TRAQUEA, CERRADA|807.5||1
FRACTURA DE MALEOLO PERONEO|824.2||0
FRACTURA DE MANDIBULA|802.20||0
FRACTURA DE MANDÍBULA, ABIERTA|802.3||1
FRACTURA DE MANDÍBULA, CERRADA|802.2||1
FRACTURA DE METACARPO, ABIERTA|815.10||1
FRACTURA DE METACARPO, CERRADA|815.00||1
FRACTURA DE METATARSIANO|825.25||0
FRACTURA DE METATARSIANOS, ABIERTA|825.35||1
FRACTURA DE METATARSIANOS, CERRADA|825.25||1
FRACTURA DE METATARSO|825.25||0
FRACTURA DE MONTEGGIA, ABIERTA|813.13||1
FRACTURA DE MONTEGGIA, CERRADA|813.03||1
FRACTURA DE MUÑECA|814.00||0
FRACTURA DE MUÑECA DCHA|814.00||0
FRACTURA DE OLECRANON CERRADA|813.01||1
FRACTURA DE PELVIS|808.8||0
FRACTURA DE PELVIS, ABIERTA|808.9||1
FRACTURA DE PELVIS, CERRADA|808.8||1
FRACTURA DE PERONE|823.81||0
FRACTURA DE PERONE, ABIERTA|823.91||1
FRACTURA DE PERONE, CERRADA|823.81||1
FRACTURA DE PERONE, DIAFISIS, ABIERTA|823.31||1
FRACTURA DE PERONE, DIAFISIS, CERRADA|823.21||1
FRACTURA DE PERONE, EXTREMO SUPERIOR, ABIERTA|823.11||1
FRACTURA DE PERONE, EXTREMO SUPERIOR, CERRADA|823.01||1
FRACTURA DE PERONE IZDO CON SECUELAS|905.4||0
FRACTURA DE PERONE IZQUIERDO|823.81||0
FRACTURA DE PIEZA DENTAL|521.0||0
FRACTURA DE RADIO|813.81||0
FRACTURA DE RADIO.|813.81||0
FRACTURA DE RADIO, ABIERTA|813.91||1
FRACTURA DE RADIO, CERRADA|813.81||1
FRACTURA DE RADIO DERECHO|813.81||0
FRACTURA DE RADIO, DIAFISIS, ABIERTA|813.31||1
FRACTURA DE RADIO, DIAFISIS, CERRADA|813.21||1
FRACTURA DE RADIO, EXTREMO INFERIOR, ABIERTA|813.52||1
FRACTURA DE RADIO, EXTREMO INFERIOR, CERRADA|813.42||1
FRACTURA DE RADIO, EXTREMO SUPERIOR, ABIERTA|813.17||1
FRACTURA DE RADIO, EXTREMO SUPERIOR, CERRADA|813.07||1
FRACTURA DE RADIO IZDO|813.81||0
FRACTURA DE RADIO IZQ.|813.81||0
FRACTURA DE ROTULA, ABIERTA|822.1||1
FRACTURA DE ROTULA, CERRADA|822.0||1
FRACTURA DE ROTULA IZDA.|822.0||0
FRACTURA DE SACRO|805.6||0
FRACTURA DE SACRO O CÓCCIX, ABIERTA, CON LESION MEDULAR|806.7||1
FRACTURA DE SACRO O COCCIX, ABIERTA, SIN LESION MEDULAR|805.7||1
FRACTURA DE SACRO O CÓCCIX, CERRADA, CON LESION MEDULAR|806.6||1
FRACTURA DE SACRO O COCCIX, CERRADA, SIN LESION MEDULAR|805.6||1
FRACTURA DE SUELO DE ORBITA, ABIERTA|802.7||1
FRACTURA DE SUELO DE ORBITA, CERRADA|802.6||1
FRACTURA DE TARSO (SALVO CALCANEO), ABIERTA|825.39||1
FRACTURA DE TARSO (SALVO CALCANEO), CERRADA|825.29||1
FRACTURA DE TEMPORAL DERECHO|803.00||0
FRACTURA DE TIBIA|823.80||0
FRACTURA DE TIBIA, ABIERTA|823.90||1
FRACTURA DE TIBIA ABIERTA DERECHA|823.90||0
FRACTURA DE TIBIA, CERRADA|823.80||1
FRACTURA DE TIBIA DERECHA TRAUMATICA|823.80||0
FRACTURA DE TIBIA, DIAFISIS, ABIERTA|823.30||1
FRACTURA DE TIBIA, DIAFISIS, CERRADA|823.20||1
FRACTURA DE TIBIA, EXTREMO SUPERIOR, ABIERTA|823.10||1
FRACTURA DE TIBIA, EXTREMO SUPERIOR, CERRADA|823.00||1
FRACTURA DE TIBIA IZQ|823.80||0
FRACTURA DE TIBIA Y PERONE|823.82||0
FRACTURA DE TIBIA Y PERONE, ABIERTA|823.8||1
FRACTURA DE TIBIA Y PERONE, CERRADA|823.9||1
FRACTURA DE TIBIA Y PERONE DER DISTAL|823.82||0
FRACTURA DE TIBIA Y PERONE DERECHO DISTAL|823.82||0
FRACTURA DE TIBIA Y PERONE, DIAFISIS, ABIERTA|823.3||1
FRACTURA DE TIBIA Y PERONE, DIAFISIS, CERRADA|823.2||1
FRACTURA DE TIBIA Y PERONE, EXTREMO SUPERIOR, ABIERTA|823.1||1
FRACTURA DE TIBIA Y PERONE, EXTREMO SUPERIOR, CERRADA|823.0||1
FRACTURA DE TOBILLO|824.8||0
FRACTURA DE TOBILLO, ABIERTA|824.9||1
FRACTURA DE TOBILLO, CERRADA|824.8||1
FRACTURA DE TOBILLO DECHO|824.8||0
FRACTURA DE TOBILLO DERECHO|824.8||0
FRACTURA DE VERTEBRA CERVICAL, ABIERTA, CON LESION MEDULAR|806.1||1
FRACTURA DE VERTEBRA CERVICAL, ABIERTA, SIN LESION MEDULAR|805.1||1
FRACTURA DE VERTEBRA CERVICAL, CERRADA, CON LESION MEDULAR|806.0||1
FRACTURA DE VERTEBRA CERVICAL, CERRADA, SIN LESION MEDULAR|805.0||1
FRACTURA DE VERTEBRA DORSAL, ABIERTA, CON LESION MEDULAR|806.3||1
FRACTURA DE VERTEBRA DORSAL, ABIERTA, SIN LESION MEDULAR|805.3||1
FRACTURA DE VERTEBRA DORSAL, CERRADA, CON LESION MEDULAR|806.2||1
FRACTURA DE VERTEBRA DORSAL, CERRADA, SIN LESION MEDULAR|805.2||1
FRACTURA DE VERTEBRA LUMBAR, ABIERTA, CON LESION MEDULAR|806.5||1
FRACTURA DE VERTEBRA LUMBAR, ABIERTA, SIN LESION MEDULAR|805.5||1
FRACTURA DE VERTEBRA LUMBAR, CERRADA, CON LESION MEDULAR|806.4||1
FRACTURA DE VERTEBRA LUMBAR, CERRADA, SIN LESION MEDULAR|805.4||1
FRACTURA DE 1 FALANGE DE 5 DEDO MANO DER|816.00||0
FRACTURA DE 1 Y 2 DEDOS DE PIE DERECHO|826.0||0
FRACTURA DE 1/3 INFERIOR DE ESTERNON|807.2||0
FRACTURA DE 2º DEDO|829.0||0
FRACTURA DE 3º FALANGE MANO DERECHA|816.00||0
FRACTURA DE 5 METACARPIANO|815.00||0
FRACTURA DECIMO ARCO COSTAL|805.2||0
FRACTURA DEDO|829.0||0
FRACTURA DEDO MANO|816.00||0
FRACTURA DEDO PIE|826.0||0
FRACTURA DEDO PIE IZQUIERDO|826.0||0
FRACTURA DEL 5 METATARSIANO|825.25||0
FRACTURA DIAFISIS CLAVICULA DERECHA|810.02||0
FRACTURA DIAFISIS HUMERO|812.20||0
FRACTURA DISTAL DE HUMERO|812.40||0
FRACTURA DISTAL DE RADIO IZQDO INCOMPLET|813.42||0
FRACTURA DISTAL RADIO|813.42||0
FRACTURA DISTAL 5º METACARPIANO DERECHO|815.04||0
FRACTURA D-11.|805.2||0
FRACTURA D-12, L-2, 5º COSTILLA DERECHA|805.2|805.4|0
FRACTURA D12 Y L1|805.2|805.4|0
FRACTURA EPIFISIS RADIO IZQUIERDO.|813.81||0
FRACTURA ESCAFOIDES|829.0||0
FRACTURA ESCAFOIDES MUÑECA DERECHA|814.01||0
FRACTURA ESPIROIDEA DIAFISARIA|829.0||0
FRACTURA ESPONTANEA DE TOBILLO IZDO|733.16||0
FRACTURA ESTERNON|807.2||0
FRACTURA ESTERNON TRAUMATICA|807.2||0
FRACTURA EXT DISTAL RADIO IZQ|813.42||0
FRACTURA EXTREMIDAD DISTAL DEL RADIO|813.42||0
FRACTURA FALANGE|829.0||0
FRACTURA FALANGE DEDO|829.0||0
FRACTURA FALANGE DISTAL DEDO PIE|826.0||0
FRACTURA FALANGE DISTAL PRIMER DEDO PIE|826.0||0
FRACTURA FALANGE DISTAL 1º DEDO|829.0||0
FRACTURA FALANGE DISTAL 1º DEDO PIE|826.0||0
FRACTURA FALANGE DISTAL 1º DEDO PIE IZQ|826.0||0
FRACTURA FALANGE DISTAL 1DEDO PIE IZQ.|826.0||0
FRACTURA FALANGE DISTAL 2º DEDO MANO IZQ|816.02||0
FRACTURA FALANGE DISTAL 3º DEDO MANO DER|816.02||0
FRACTURA FALANGE DISTAL 4  MANO IZQ|816.02||0
FRACTURA FALANGE DISTAL 5 DEDO|829.0||0
FRACTURA FALANGE PROXIMAL 5º DEDO MANO I|816.01||0
FRACTURA FALANGE PROXIMAL 5º DEDO PIE D.|826.0||0
FRACTURA FALANGE TERMINAL 5º DEDO|829.0||0
FRACTURA FALANGE 1ª ,5º DEDO MANO IZDA|816.00||0
FRACTURA FALANGE 3º DEDO MANO DERECHA|816.00||0
FRACTURA FALANGE 4º DEDO MANO IZQUIERDA|816.00||0
FRACTURA FALANGE 4 DEDO MANO IZQUIERDO.|816.00||0
FRACTURA FALANGE 5º DEDO|829.0||0
FRACTURA FALANGE 5º DEDO PIE|826.0||0
FRACTURA FALANGE 5 DEDO PIE IZQUIERDO|826.0||0
FRACTURA FALANGES DEDOS PIES|826.0||0
FRACTURA FALANGES 4-5º DEDO MANO|816.01||0
FRACTURA; FEMUR|821.00||0
FRACTURA FEMUR|821.00||0
FRACTURA FEMUR.|821.00||0
FRACTURA FEMUR DERECHO (1991)|821.00||0
FRACTURA FEMUR IZDO.|821.00||0
FRACTURA FRONTOMALAR Y MAXILOMALAR IZQ|802.4||0
FRACTURA HOMBRO|812.00||0
FRACTURA HUESOS PROPIOS|802.0||0
FRACTURA HUESOS PROPIOS SIN DESVIACION|802.0||0
FRACTURA HUMERO|812.20||0
FRACTURA HUMERO CONMINUTA|812.20||0
FRACTURA HUMERO DERECHO|812.20||0
FRACTURA HUMERO IZDO|812.20||0
FRACTURA HUMERO IZQUIERDO|812.20||0
FRACTURA IMPACTADA DE LA EPIFISIS CUBITO|813.82||0
FRACTURA INCOMPLETA HUESOS PROPIOS|802.0||0
FRACTURA INESTABLE L2-L3|805.4||0
FRACTURA ISQUIOPUBIANA|808.42||0
FRACTURA LUMBAR .|805.4||0
FRACTURA LUXACION CODO|812.40||0
FRACTURA LUXACION DE CODO|812.40||0
FRACTURA LUXACION D6-D7|805.2||0
FRACTURA LUXACION TOBILLO DERECHO|824.8||0
FRACTURA L1|805.4||0
FRACTURA L-2 CERRADA SIN LESION MEDULAR|805.4||0
FRACTURA MALEOLO|824.8||0
FRACTURA MALEOLO PERONEO DCHO|824.2||0
FRACTURA MALEOLO PERONEO DERECHO|824.2||0
FRACTURA MALEOLO PERONEO IZDO|824.2||0
FRACTURA MALEOLO PERONEO P.IZQ|824.2||0
FRACTURA MANDIBULAR|802.20||0
FRACTURA MANO|815.00||0
FRACTURA MENISCO|836.2||0
FRACTURA MESETA TIBIAL|823.00||0
FRACTURA MESETA TIBIAL IZQDA|823.00||0
FRACTURA MESETA TIBIAL IZQDA.|823.00||0
FRACTURA MESETA TIBIAL IZQUIERDA|823.00||0
FRACTURA METACARPIANO|815.00||0
FRACTURA METACARPO|815.00||0
FRACTURA METACARPO IZDO|815.00||0
FRACTURA METATARSIANO|825.25||0
FRACTURA METATARSO|825.25||0
FRACTURA METATARSO 1º2º3º PIE IZDO|825.25||0
FRACTURA MTC DE MANO IZQUIERDA|815.00||0
FRACTURA MUÑECA|814.00||0
FRACTURA MUÑECA DERECHA|814.00||0
FRACTURA MUÑECA DERECHA.|814.00||0
FRACTURA MUÑECA IZDA|814.00||0
FRACTURA MUÑECA IZQ|814.00||0
FRACTURA MUÑECAS|814.00||0
FRACTURA NASAL|802.0||0
FRACTURA NO CONSOLIDADA CERVICAL|733.82|905.1|0
FRACTURA NO CONSOLIDADA DE MALEOLO TIBIA|733.82|905.4|0
FRACTURA OCCIPITAL|803.0||0
FRACTURA OLECRANON|813.01||0
FRACTURA OLECRANON MSI|813.01||0
FRACTURA ORBITARIA|802.8||0
FRACTURA: OTROS HUESOS|829.0||0
FRACTURA PALA ISQUIO-ILEO-PUBIANA.|808.49||0
FRACTURA PARIETAL IQZ|800.00||0
FRACTURA PARIETAL IZQUIERDA|800.00||0
FRACTURA PARIETAL LINEAL IZQ|800.00||0
FRACTURA PATOLOGICA (sin especificar localización)|733.10||1
FRACTURA PELVICA|808.8||0
FRACTURA PELVIS|808.8||0
FRACTURA PELVIS. ACCID.TRAFICO 8/2/99.|808.8|E819.9|0
FRACTURA PERONE|823.81||0
FRACTURA PERONE IZQ|823.91||0
FRACTURA PERONE IZQUIERDO|823.81||0
FRACTURA PERONE IZQUIERDO.|823.81||0
FRACTURA PERONEA DERECHA|823.81||0
FRACTURA PERONEO DERECHO|823.81||0
FRACTURA PERTROCANTEREA CADERA|820.20||0
FRACTURA PERTROCANTEREA CADERA DERECHA|820.20||0
FRACTURA PERTROCANTEREA CADERA IZQ|820.20||0
FRACTURA PERTROCANTEREA CADERA IZQUIERDA|820.20||0
FRACTURA PERTROCANTEREA, CERRADA|820.2||1
FRACTURA PERTROCANTEREA DERECHA|820.20||0
FRACTURA PERTROCANTEREA FEMUR|820.20||0
FRACTURA PERTROCANTEREA FEMUR DERECHO|820.20||0
FRACTURA PIES|825.20||0
FRACTURA POLO INFERIOR ROTULA IZQ|822.0||0
FRACTURA POR ESTRES DE TOBILLO IQZ|824.8||0
FRACTURA QUINTO METATARSIANO|825.25||0
FRACTURA QUINTO METATARSIANO DERECHO|825.25||0
FRACTURA RADIAL|813.81||0
FRACTURA RADIO|813.81||0
FRACTURA RADIO DERECHO|813.81||0
FRACTURA RADIO IZDO|813.81||0
FRACTURA RADIO IZQUIERDO|813.81||0
FRACTURA RADIO MUÑECA DERECHA|813.42||0
FRACTURA; RADIO/CUBITO|813.83||0
FRACTURA RAMA ISQUIOPUBIANA DERECHA|808.42||0
FRACTURA RODILLA IZQ|822.0||0
FRACTURA ROTULA|822.0||0
FRACTURA ROTULA IZDA|822.0||0
FRACTURA ROTULA IZQUIERDA|822.0||0
FRACTURA ROTULIANA IZQUIERDA|822.0||0
FRACTURA SACROCOCCIGEA|805.6||0
FRACTURA SUBCAPITAL CADERA IZQDA GRADO I|820.09||0
FRACTURA SUBCAPITAL DE HUMERO DERECHO|812.20||0
FRACTURA SUBCAPITAL DE HUMERO IZDO|812.00||0
FRACTURA SUBCAPITAL FEMUR DERECHO|820.09||0
FRACTURA SUBCAPITAL HUMERO IZQ.|812.00||0
FRACTURA SUBTROCANTEREA CADERA DERECHA|820.22||0
FRACTURA SUBTROCANTEREA FEMUR DERECHO|820.22||0
FRACTURA SUPRAMETAFISARIA RADIO Y CUBITO|813.83||0
FRACTURA TABIQUE NASAL|802.0||0
FRACTURA TERCER METATARSIANO|825.25||0
FRACTURA TERCIO DISTAL DE CLAVICULA|810.00||0
FRACTURA TERCIO DISTAL TIBIA IZQUIERDA|824.8||0
FRACTURA TERCIO PROXIMAL HUMERO DERECHO|812.00||0
FRACTURA TIBIA|823.80||0
FRACTURA TIBIA DERECHA|823.80||0
FRACTURA TIBIA MAL CONSOLIDADA|733.81||0
FRACTURA TIBIA PERONE|823.82||0
FRACTURA TIBIA Y PERONE|823.82||0
FRACTURA TOBILLO|824.8||0
FRACTURA TOBILLO BIMALEOLAR|824.4||0
FRACTURA TOBILLO DERECHO|824.8||0
FRACTURA TOBILLO DER(1988)|824.8||0
FRACTURA TOBILLO IZQ|824.8||0
FRACTURA TOBILLO IZQUIERDO (1991)|824.8||0
FRACTURA TRANSVERSA ROTULA DERECHA.|822.0||0
FRACTURA TROQUITER HUMERO DERECHO|812.03||0
FRACTURA ULTIMA VERTEBRA COCCIGEA|805.6||0
FRACTURA UÑA PIE|923.3||0
FRACTURA VERTEBRAL|805.8||0
FRACTURA VERTEBRAL D-12.|805.2||0
FRACTURA VERTEBRAL L 1|805.4||0
FRACTURA VERTEBRAL L1|805.4||0
FRACTURA VERTEBRAL TRAUMATICA|805.8||0
FRACTURA 1º DEDO MANO IZDA|816.00||0
FRACTURA 1º DEDO PIE|826.0||0
FRACTURA 1 DEDO PIE IZQUIERDO|826.0||0
FRACTURA 1/3 SUPERIOR DE HUMERO|812.00||0
FRACTURA 2º DEDO MANO IZQ|816.00||0
FRACTURA 2º FALANGE MANO|816.00||0
FRACTURA 2ª FALANGE MANO IZDA|816.00||0
FRACTURA 2º FALANGE PIE IZQUIERDO|826.0||0
FRACTURA 2 Y 5 METACARPIANO MANO IZQUDA|815.00||0
FRACTURA 3º DEDO PIE IZDO|826.0||0
FRACTURA 3ª FALANGE DEL 2º DEDO MANO IZD|816.00||0
FRACTURA 3 Y 4 FALANGES MANO DER.|816.00||0
FRACTURA 3º4º METATARSIANO|825.25||0
FRACTURA 4º DEDO MANO DERECHA|816.00||0
FRACTURA 5º DEDO MANO|816.00||0
FRACTURA 5º DEDO PIE|826.0||0
FRACTURA 5º DEDO PIE DERECHO|826.0||0
FRACTURA 5 DEDO PIE IZQUIERDO|826.0||0
FRACTURA 5º METACARPIANO|815.00||0
FRACTURA 5º METACARPIANO DERECHO|815.00||0
FRACTURA 5 METACARPIANO DERECHO|815.00||0
FRACTURA 5º METACARPIANO MANO DERECHA|815.00||0
FRACTURA 5º METATARSIANO|825.25||0
FRACTURA 5 METATARSIANO|825.25||0
FRACTURA 5º METATARSIANO IZQUIERDO|825.25||0
FRACTURA 5º MTT|825.25||0
FRACTURA 5º MTT PIE DCHO|825.25||0
FRACTURA 5º MTT PIE IZQ|825.25||0
FRACTURA 8º ARCO COSTAL|807.01||0
FRACTURA 8ª COSTILLA DERECHA|807.00||0
FRACTURA 8-9 COSTILLA IZQ|807.00||0
FRACTURA 9ª COSTILLA IZQ|807.00||0
FRACTURA-HUNDIMIENTO PATOLOGICA DE MESETA|733.19||0
FRACTURA-INMOVILIZACION|829.0||0
FRACTURA-LUXACION C2-C3|805.08||0
FRACTURAS|829.0||0
FRACTURAS AMBOS CALCANEOS|825.0||0
FRACTURAS APOF. TRANSVERSAS IZDAS LUMBAR|805.4||0
FRACTURAS APOFISIS TRANSVERSAS LUMBARES|805.4||0
FRACTURAS CALCANEOS|825.0||0
FRACTURAS COSTALES|807.09||0
FRACTURAS COSTALES DERECHAS|807.09||0
FRACTURAS COSTALES HEMITORAX DERECHO|807.09||0
FRACTURAS COSTALES MULTIPLES DERECHAS|807.09||0
FRACTURAS COSTALES Y APOF. TRANSVERSAS|807.09|805.8|0
FRACTURAS CUERPOS VERTEBRALES L2-L3-D11-|805.2|805.4|0
FRACTURAS DE APOF TRANSVERSAS EN EVOLUCION|805.8||0
FRACTURAS ESCAFOIDES|829.0||0
FRACTURAS FALANGES 3ª - 5º PIE DERECHO|826.0||0
FRACTURAS MULTIPLES|829.0||0
FRACTURAS VERTEBRALES|805.8||0
FRACTURA3º DEDO MANO DERECHA|816.00||0
FRAGILIDAD CAPILAR|287.8||0
FRAGILIDAD UNGUEAL|703.8||0
FRAGILIDAD VASCULAR|287.8||0
FRENILLO|605||0
FRENILLO BALANOPREPUCIAL.|605||0
FRENILLO CORTO|750.0||0
FRENILLO PREPUCIAL|605||0
FRIALDAD DE MANOS Y PIES|782.0||0
FRIO EXTREMO DISTAL MI IZDO|782.0||0
FUGA PSICOGENICA|F44.1||0
FUGA PSICOGENICA|F44.3||0
FURUNCULO|680.9||0
FURUNCULO ABSCESIFICADO|680.9||0
FURUNCULO DE OIDO DERECHO|680.0||0
FURUNCULO EN ANTEBRAZO IZQUIERDO|680.4||0
FX CADERA IZQUIERDA|820.8||0
FX. SUBCAPITAL FEMUR DERECHO|820.09||0
FX TOBILLO I|824.8||0
FX TOBILLO IZQ. Y MUÑECA DERECHA|824.8|814.00|0
G B A|790.6||0
GALACTOFORITIS|611.0||0
GALACTOFORITIS MAMA DERECHA|611.0||0
GALACTORREA|676.64||0
GALACTORREA CON DOGMATIL|611.6|E939.8|0
GALACTORREA DERECHA|676.64||0
GALACTORREA EN ESTUDIO|676.64||0
GALACTORREA IATROGENA|611.6|E947.9|0
GALACTORREA POR DOGMATIL|611.6|E939.8|0
GALACTORREA UNILATERAL IZQDA.|676.64||0
GAMMAPATIA MONOCLONAL|273.1||0
GAMMAPATIA MONOCLONAL BENIGNA|273.1||0
GAMMAPATIA MONOCLONAL IGA-LAMBDA.|273.1||0
GANGLIO LINEA AXILAR|785.6||0
GANGLION|727.4||1
GANGLION|727.43||0
GANGLION.|727.43||0
GANGLION AMBAS MANOS|727.43||0
GANGLION DE MUÑECA|727.43||0
GANGLION EN MANO DERECHA|727.43||0
GANGLION EN MUÑECA|727.43||0
GANGLION EN MUÑECA DERECHA|727.43||0
GANGLION EN MUÑECA IZDA.|727.43||0
GANGLION EN MUÑECA IZQDA|727.43||0
GANGLION EN 3º DEDO DE MANO IZDA.|727.43||0
GANGLION EXTENSOR MANO DCHA|727.43||0
GANGLION EXTENSOR MANO IZQUIERDA|727.43||0
GANGLION EXTENSOR 5º DEDO|727.43||0
GANGLION INTERVENIDO|V67.0||0
GANGLION MANO DCHA|727.43||0
GANGLION MANO DERECHA|727.43||0
GANGLION MANO IZ|727.43||0
GANGLION MANO IZQUIERDA|727.43||0
GANGLION MUÑECA DCHA|727.43||0
GANGLION MUÑECA DERECHA|727.43||0
GANGLION MUÑECA IZQ|727.43||0
GANGLION MUÑECA IZQA|727.43||0
GANGLION MUÑECA IZQDA|727.43||0
GANGLION MUÑECA IZQUIERDA|727.43||0
GANGLION PIE|727.43||0
GANGLION PIE DCHO|727.43||0
GANGLION PIE DERECHO|727.43||0
GANGLION PIE IZ|727.43||0
GANGLION SINOVIAL|727.43||0
GANGLION SINOVIAL MUÑECA IZDA|727.43||0
GANGLION TARSAL|727.43||0
GANGLION TENDON|727.42||0
GANGLION 1º DEDO MANO IZQUIERDA|727.43||0
GANGRENA|785.4||1
GANGRENA PIE IZDO.|785.4||0
GANGRENA SECA|785.4||0
GANGRENA SECA DEDOS PIE DERECHO|785.4||0
"GARRASPEO"|784.9||0
"GARRASPERA"|784.9||0
GARRASPERA|784.9||0
GASES|787.3||0
GASTRALGIA|536.8||0
GASTRALGIA FUNCIONAL|536.8||0
GASTRECTOMIA BII POR ULCUS|V45.3||0
GASTRECTOMIA CON PILOROPLASTIA.|V45.3||0
GASTRECTOMIA POR PERFORACION|V45.3||0
GASTRECTOMIA SUBTOTAL|V45.3||0
GASTRECTOMIA TOTAL AMPLIADA|V45.3||0
GASTRECTOMIA 3/4 BILLRROTH II|V45.3||0
GASTRECTOMIZADO|V45.3||0
GASTRECTOMIZADO POR ULCUS|V45.3||0
GASTRECTOMIZADO.HERNIA HIATAL|V45.3||0
GASTRITIS|535.50||0
GASTRITIS ACIDA|535.50||0
GASTRITIS AGUDA|535.0||1
GASTRITIS AGUDA|535.00||0
GASTRITIS AGUDA.|535.00||0
GASTRITIS AGUDA EROSIVA|535.40||0
GASTRITIS AGUDA POR AINES|535.40|E935.9|0
GASTRITIS AGUDA Y CRONICA INESPECIFICA|535.00|535.10|0
GASTRITIS ALCOHOLICA SIN HEMORRAGIA|535.30||1
GASTRITIS ANTRAL|535.40||0
GASTRITIS ATROFICA|535.10||0
GASTRITIS ATROFICA CRONICA|535.10||0
GASTRITIS CRONICA|535.10||0
GASTRITIS CRONICA.|535.10||0
GASTRITIS CRONICA ACTIVA|535.10||0
GASTRITIS CRONICA ANTRAL|535.10||0
GASTRITIS CRONICA ASOCIADA A H PYLORI|535.40|041.86|0
GASTRITIS CRONICA ATROFICA|535.10||0
GASTRITIS CRONICA ATROFICA-|535.10||0
GASTRITIS CRONICA BILIAR|535.10||0
GASTRITIS CRONICA CON DEFICIT DE B12|266.2|535.40|0
GASTRITIS CRONICA INESPECIFICA|535.10||0
GASTRITIS CRONICA SUPERFICIAL|535.10||0
GASTRITIS CRONICA SUPERFICIAL EN FASE ACTIVA|535.40||0
GASTRITIS CRONICA SUPERFICIAL NO ATROFICA|535.40||0
GASTRITIS CRONICA Y REFLUJO|535.40|530.81|0
GASTRITIS CRONICA(ENDOSCOPIA)|535.10||0
GASTRITIS CRONICA-METAPLASIA INTESTINAL|537.89||0
GASTRITIS EN GESTACION|648.93|535.50|0
GASTRITIS ENOLICA|535.30||0
GASTRITIS ERITEMATO-EROSIVA DE CUERPO|535.40||0
GASTRITIS EROSIVA|535.40||0
GASTRITIS ESTACIONAL|535.50||0
GASTRITIS HELICOB PYLORI (+)|535.00|041.86|0
GASTRITIS HIPERACIDA|535.50||0
GASTRITIS IATROGENA|535.40|E947.9|0
GASTRITIS IATROGENICA|535.40|E947.9|0
GASTRITIS MEDICAMENTOSA|535.40|E947.9|0
GASTRITIS MODERADA|535.50||0
GASTRITIS POR A.A.S.|535.40|E935.3|0
GASTRITIS POR AINE|535.50|E935.9|0
GASTRITIS POR AINES|535.40|E935.9|0
GASTRITIS POR FARMACOS|535.40|E947.9|0
GASTRITIS POR HELICOBACTER PILORI +|535.40|041.86|0
GASTRITIS POR MEDICACION|535.40|E947.9|0
GASTRITIS SECUNDARIA MEDICACION|535.40|E947.9|0
