NOM_CODIGO|NOM_DENOMINACION
676012|OLANZAPINA ACTAVIS 10MG 56 COMPR BUCODISP (BLIST OPA/AL-PVC/AL) EFG
676015|APAMOX 500MG 12 CAPSULAS
676017|OLANZAPINA ACTAVIS 15MG 28 COMPR BUCODISP (BLIST OPA/AL-PVC/AL) EFG
676023|ROFERON A 18 MILL UI/VIAL 3 VIALES 3ML MULTIDOS
676024|OLANZAPINA ACTAVIS 20MG 28 COMPR BUCODISP (BLISTER OPA-AL-PVC/AL) EFG
676031|ROFERON-A 9MUI/VI 1 VIAL + EQUIP INYECTABLE
676033|TOPIRAMATO PHARMACIA 200MG 60 COMPRIMIDOS RECUBIERTOS PELIC EFG
676034|TOPIRAMATO PHARMACIA 100MG 60 COMPRIMIDOS RECUBIERTOS PELIC EFG
676037|ACIDO IBANDRONICO ALTER 150MG 1 COMPRIMIDO RECUBIERT PELIC (AL/AL) EFG
676040|CANDESARTAN TEVA GROUP 4MG 14 COMPRIMIDOS EFG
676046|CANDESARTAN TEVA GROUP 8MG 28 COMPRIMIDOS EFG
676049|ROFERON-A 6MUI/VI 1 VIAL + EQUIP INYECTABLE
676052|CANDESARTAN TEVA GROUP 16MG 28 COMPRIMIDOS EFG
676056|ROFERON-A 4.5MUI/VI 1 VIAL + EQUIP INYECTABLE
676058|CANDESARTAN TEVA GROUP 32MG 28 COMPRIMIDOS EFG
676063|CANDESARTAN/HIDROCLOROTIAZIDA TEVA GROUP 8/12,5MG 28 COMPRIMID EFG
676064|ROFERON-A 3MUI/VI 1 VIAL + EQUIP INYECTABLE
676069|CANDESARTAN/HIDROCLOROTIAZIDA TEVA GROUP 16/12,5MG 28 COMPRIMID EFG
676072|SOMATOSTATINA EUMEDICA 6 MG 1 VIAL POLVO LIOFILIZADO + 1 AMPOLLA DE DISOLVENTE DE 1 ML , 1 VIAL + 1 AMPOLLA
676079|ACIDO IBANDRONICO SANDOZ 150MG 1 COMPRIMIDO RECUBIERTO PELICULA EFG
676080|OMEPRAZOL TEDEC 20MG 28 CAPSULAS EFG
676082|ACIDO IBANDRONICO SANDOZ 150MG 3 COMPRIMIDOS RECUBIERTOS PELIC EFG
676091|SEROQUEL PROLONG 50MG 10 COMPRIMIDOS DE LIBERACION PROLONGADA
676092|EXEMESTANO GOBENS 25MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG
676093|CEFTAZIDIMA PFIZER 1G 1 VIAL POLVO PARA SOLUCION INYECTABLE EFG
676097|EXEMESTANO NORMON 25MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG
676099|CEFTAZIDIMA AUROBINDO 2G 1 VIAL POLVO SOLUC INYECTAB Y PERFUSION EFG
676100|ESOMEPRAZOL RANBAXY 20MG 14 COMPRIMIDOS GASTRORRESISTENTES EFG
676122|TRITANRIX HEP B 1 VIAL MONOD 0,5ML SUSP INY IM
676124|DURFENTA 25MCG/HORA 5 PARCHES TRANSDERMICOS EFG
676129|DURFENTA 50MCG/HORA 5 PARCHES TRANSDERMICOS EFG
676130|INOCAR PLUS  5/12.5 MG   28 COMPRIMIDOS RECUBIERTOS
676135|DURFENTA 75MCG/HORA 5 PARCHES TRANSDERMICOS EFG
676140|DURFENTA 100MCG/HORA 5 PARCHES TRANSDERMICOS EFG
676148|BONDRONAT 1MG/ML 5 AMPOLLAS 1 ML
676190|REPAGLINIDA APOTEX 2MG 90 COMPRIMIDOS EFG
676193|ESOMEPRAZOL RANBAXY 20MG 28 COMPRIMIDOS GASTRORRESISTENTES EFG
676194|GEMCITABINA ACTAVIS 200MG 1 VIAL 5ML CONCENTRADO SOLUC PERFUSION
676195|GEMCITABINA ACTAVIS 1000MG 1 VIAL 25ML CONCENTRADO SOLUC PERFUSION
676197|ISOVORIN 12,5MG 30 COMPRIMIDOS
676205|ISOVORIN 7,5MG 30 COMPRIMIDOS
676213|ISOVORIN 5MG 30 COMPRIMIDOS
676226|TOPIRAMATO PHARMACIA 25MG 60 COMPRIMIDOS RECUBIERTOS PELIC EFG
676227|TOPIRAMATO PHARMACIA 50MG 60 COMPRIMIDOS RECUBIERTOS PELIC EFG
676229|SETOFILM 4MG  PELICULAS BUCODISPERSABLES 10 SOBRES EFG
676232|SETOFILM 8MG PELICULAS BUCODISPERSABLES 10 SOBRES EFG
676235|REPAGLINIDA MYLAN PHARMACEUTICALS 0,50MG 90 COMPRIMIDOS EFG
676241|REPAGLINIDA MYLAN PHARMACEUTICALS 1MG 90 COMPRIMIDOS EFG
676246|REPAGLINIDA MYLAN PHARMACEUTICALS 2MG 90 COMPRIMIDOS EFG
676251|PACLITAXEL ACCORD 6MG/ML 1 VIAL 5ML CON  30MG CONCENT SOL PERFUS EFG
676252|PACLITAXEL ACCORD 6MG/ML 1 VIAL 16,7ML CON 100MG CONCEN SOL PERF EFG
676253|PACLITAXEL ACCORD 6MG/ML 1 VIAL 50ML CON 300MG CONCENT SOL PERF EFG
676262|RILUTEK 50MG 56 COMPRIMIDOS
676265|IBUPROFENO RECKITT 40MG/ML FRASCO 100ML SUSPENS ORAL SABOR NARANJA
676266|IBUPROFENO RECKITT 40MG/ML FRASCO 150ML SUSPENS ORAL SABOR NARANJA
676270|FAMOTIDINA MABO 40MG 10 COMPRIMIDOS
676271|IBUPROFENO RECKITT 40MG/ML FRASCO 100ML SUSPENSION ORAL SABORFRESA
676272|IBUPROFENO RECKITT 40MG/ML FRASCO 150ML SUSPENSION ORAL SABORFRESA
676275|GABAPENTINA AUROBINDO 300MG 30 CAPSULAS DURAS EFG
676278|GABAPENTINA AUROBINDO 300MG 90 CAPSULAS DURAS EFG
676286|GABAPENTINA AUROBINDO 400MG 30 CAPSULAS DURAS EFG
676288|FAMOTIDINA MABO 20MG 20 COMPRIMIDOS
676290|GABAPENTINA AUROBINDO 400MG 90 CAPSULAS DURAS EFG
676296|ALCIS 100 8MG/PARC 8 PARCHES TRANSDERMICOS
676304|ALCIS 50 4MG/PARCH 8 PARCHES TRANSDERMICOS
676312|ALCIS 25 2MG/PARCH 8 PARCHES TRANSDERMICOS
676320|ARIMIDEX 1MG 28 COMPRIMIDOS RECUBIERTOS PELICULA
676346|ZERIT 30MG 56 CAPSULAS
676361|ZERIT 20MG 56 CAPSULAS
676373|BUNORFIN 0,4 MG COMPRIMIDOS SUBLINGUALES , 7 COMPRIMIDOS
676378|BUNORFIN 2MG 7 COMPRIMIDOS SUBLINGUALES EFG
676384|BUNORFIN 8MG 7 COMPRIMIDOS SUBLINGUALES EFG
676387|ZERIT 15MG 56 CAPSULAS
676395|KOFRON UNIDIA 500MG 20 COMPRIMIDOS LIBERAC MODIFIC
676403|ZERIT 40MG 56 CAPSULAS
676404|DONEPEZILO RATIOPHARM 5MG 28 COMPRIMIDOS BUCODISPERSABLES EFG
676411|LORMETAZEPAM NORMON 1MG 30 COMPRIMIDOS EFG
676422|DONEPEZILO RATIOPHARM 10MG 28 COMPRIMIDOS BUCODISPERSABLES EFG
676432|REMIFENTANILO KABI 1MG 1 VIAL 4ML POLVO CONCENT SOL INYECT O PERF EFG
676433|REMIFENTANILO KABI 2MG 1 VIAL 6ML POLVO CONCENT SOL INYECT O PERF EFG
676434|REMIFENTANILO KABI 5MG 1 VIAL 10ML POLVO CONCENT SOL INYECT O PERF EFG
676444|ESOMEPRAZOL RANBAXY 40MG 14 COMPRIMIDOS GASTRORRESISTENTES EFG
676452|COROPRES 12,5MG 28 COMPRIMIDOS
676460|COROPRES 6,25MG 28 COMPRIMIDOS
676483|AMLODIPINO MYLAN PHARMACEUTICALS 5MG 30 COMPRIMIDOS EFG
676494|NAROPIN POLYBAG 400MG/BOLSA 5 BOLSAS 200ML SOL INY
676500|ESOMEPRAZOL RANBAXY 40MG 28 COMPRIMIDOS GASTRORRESISTENTES EFG
676502|NAROPIN POLYBAG 200MG/BOLSA 5 BOLSAS 100ML SOL INY
676504|CEFTAZIDIMA AUROBINDO 3 G POLVO PARA SOLUCION INYECTABLE Y PARA PERFUSION , 1 VIAL
676510|LORMETAZEPAM NORMON 2MG 20 COMPRIMIDOS EFG
676523|GABAPENTINA AUROBINDO 100MG 90 CAPSULAS DURAS EFG
676528|NAROPIN POLYAMP 200MG/AMP 5 AMPOLLAS 20ML SOL INY
676530|QUETIAPINA APOTEX 25MG 6 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
676532|QUETIAPINA APOTEX 25MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
676535|QUETIAPINA APOTEX 100MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
676539|QUETIAPINA APOTEX 150MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
676540|QUETIAPINA APOTEX 200MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
676543|QUETIAPINA APOTEX 300MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
676555|DORZOLAMIDA/TIMOLOL TEVA 20MG/ML+ 5MG/ML COLIR SOL 60 ENV UNIDOS 0,2ML
676557|VALSARTAN/HIDROCLOROTIAZIDA ALMUS 160/12,5MG 28 COMPR RECUB PEL EFG
676572|CANDESARTAN RANBAXY 4MG 14 COMPRIMIDOS EFG
676573|CANDESARTAN RANBAXY 8MG 28 COMPRIMIDOS EFG
676574|CANDESARTAN RANBAXY 16MG 28 COMPRIMIDOS EFG
676577|CLINOLEIC 20% EMULSION PARA PERFUSION,  1000ML BOTELLA VIDRIO
676585|NAROPIN POLYAMP 5MG/ML SOLUCION INYECTABLE 5 AMPOLLAS
676593|CLINOLEIC 20% EMULSION PARA PERFUSION, 125ML BOTELLA VIDRIO
676619|ALDOCUMAR 10MG 25 COMPRIMIDOS
676627|NAROPIN POLYAMP 20MG/ML SOLUCION INYECTABLE 5 AMPOLLAS
676635|ZITROMAX 500MG 3 COMPRIMIDOS  RECUBIERTOS CON PELICULA
676643|MYOXAM 900MG/SOBRE 12 SOBRES MONOD GRANUL SUS ORAL
676684|ACICLOVIR DOMAC 250 MG POLVO PARA SOLUCION INYECTABLE, 5 VIALES
676704|RAMIPRIL TEVA 2,5 MG 28 COMPRIMIDOS EFG
676711|VALSARTAN/HIDROCLOROTIAZIDA ALMUS 80/12,5MG 28 COMPRIM RECUB PEL EFG
676712|AMLODIPINO MYLAN PHARMACEUTICALS 10MG 30 COMPRIMIDOS EFG
676725|GEMCITABINA SANDOZ 200MG 1 VIAL 5ML CONCENTRADO SOLUCION PERFUSION
676734|DERMESTRIL 100 8MG 8 PARCHES TRANSDERMICOS
676735|VIMOVO 500/20MG 60 COMPRIMIDOS DE LIBERACION MODIFICADA
676742|DERMESTRIL 50 4MG 8 PARCHES TRANSDERMICOS
676750|ARULATAN 50MCG/ML 1 X 2,5ML COLIRIO EN SOLUCION
676759|DERMESTRIL 25 2MG 8 PARCHES TRANSDERMICOS
676765|GEMCITABINA MEDAC 200MG 1 VIAL POLVO SOLUCION PARA PERFUSION EFG
676766|GEMCITABINA MEDAC 1000MG 1 VIAL POLVO SOLUC PARA PERFUSION EFG
676767|SERTRALINA INVICTA FARMA 100MG 30 COMP CUBIER PELI
676768|GEMCITABINA MEDAC 1500MG 1 VIAL POLVO SOLUCION PERFUSION
676775|SERTRALINA INVICTA FARMA 50MG 30 COMP CUBIERTA PEL
676786|VALSARTAN BLUEPHARMA 80MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG
676791|AMICACINA IV BRAUN 500MG 1 FRASCO 100ML
676798|VALSARTAN BLUEPHARMA 160MG 28 COMPRIMIDOS RECUBIERTOS PELICUL EFG
676809|TOBRAMICINA PRED BRAUN 1MG/ML 1 FRAS 100ML
676810|VALSARTAN/HDCLTZD BLUEPHARMA 80/12,5MG 28 COMPRIMID RECUB PELIC EFG
676817|RECOMBIVAX HB 10MCG 1 JERINGA PRECARGADA 1ML
676822|VALSARTAN/HDCLTZD BLUEPHARMA 160/25MG 28 COMPRIMID RECUB PELIC EFG
676825|RECOMBIVAX HB 5MCG 1 JERINGA PRECARGADA O,5ML
676830|ESOMEPRAZOL MUNDOGEN 20MG 14 COMPRIMIDOS GASTRORRESIST EFG
676831|ESOMEPRAZOL MUNDOGEN 20MG 28 COMPRIMIDOS GASTRORRESIST EFG
676833|TERTENSIF RETARD 1,5MG 30 COMPRIMIDOS RECU
676834|LERCANIDIPINO NORMON 10MG 28 COMPRIMIDOS RECUB PELIC (AL/PVC) EFG
676841|BIGPEN 875/125MG 12 SOBRES MONODOSIS
676843|ESOMEPRAZOL MUNDOGEN 40MG 14 COMPRIMIDOS GASTRORRESIST EFG
676844|ESOMEPRAZOL MUNDOGEN 40MG 28 COMPRIMIDOS GASTRORRESIST EFG
676851|ESOMEPRAZOL STADA 20MG 14 COMPRIMIDOS GASTRORRESIST EFG
676852|ESOMEPRAZOL STADA  20MG 28 COMPRIMIDOS GASTRORRESIST EFG
676854|LERCANIDIPINO NORMON 10MG 28 COMPRIMIDOS RECUB PEL (AL/PVC/PVDC) EFG
676858|HAVRIX 1440 1 JERINGA PRECARGADA 1ML SUSP INYECT
676859|ESOMEPRAZOL STADA 40MG 14 COMPRIMIDOS GASTRORRESIST EFG
676860|ESOMEPRAZOL STADA 40MG 28 COMPRIMIDOS GASTRORRESIST EFG
676863|ACIDO ALENDRONICO ACCORD 10MG 28 COMPRIMIDOS EFG
676866|DICLOFENACO LEPORI 50MG 40 COMPRIMIDOS
676873|ACIDO ALENDRONICO ACCORD 70MG 4 COMPRIMIDOS EFG
676874|FOSAMAX 10MG 28 COMPRIMIDOS
676880|TOPIRAMATO ACCORD 25MG 60 COMPRIMIDOS RECUBIERTOS PELIC BLIST EFG
676882|VALHERPES 500MG 42 COMPRIMIDOS CUBIERTA PELICULAR
676885|TOPIRAMATO ACCORD 25MG 60 COMPRIMIDOS RECUBIERTOS PELIC FRASC EFG
676890|VALHERPES 1G 21 COMPRIMIDOS CUB PELICULAR
676892|TOPIRAMATO ACCORD 50MG 60 COMPRIMIDOS RECUBIERTOS PELIC BLISTER EFG
676896|TOPIRAMATO ACCORD 50MG 60 COMPRIMIDOS RECUB PELIC FRASCO EFG
676902|TOPIRAMATO ACCORD 100MG 60 COMPRIMIDOS RECUB PELIC (BLISTER) EFG
676906|TOPIRAMATO ACCORD 100MG 60 COMPRIMIDOS RECUBIERT PELIC (FRASCO) EFG
676908|VALHERPES 500MG 10 COMPRIMIDOS CUBIERTA PELICULAR
676913|TOPIRAMATO ACCORD 200MG 60 COMPRIMIDOS RECUBIERT PELIC (BLISTER) EFG
676918|TOPIRAMATO ACCORD 200MG 60 COMPRIMIDOS RECUBIERT PELIC (FRASCO) EFG
676999|VALTREX 1G 21 COMPRIMIDOS CUBIERTA PELICULAR
677005|VALTREX 500MG 42 COMPRIMIDOS
677012|EXEMESTANO STADA 25MG 30 COMPRIMIDOS RECUBIERTOS PELICULA  EFG
677013|VALTREX 500MG 10 COMPRIMIDOS
677014|VALSARTAN/HIDROCLOROTIAZIDA ALMUS 160/25MG 28 COMPRIM RECUB PEL EFG
677017|PACLITAXEL SANDOZ 6MG/ML 1 VIAL 30MG/5ML  CONCENTRA SOLUC PERFUS EFG
677021|CARDIOLITE , 2 VIALES CON 5 ML
677025|PACLITAXEL SANDOZ 6MG/ML 1 VIAL 100MG/16,7ML  CONCENT SOLUC PERFUS EFG
677031|PACLITAXEL SANDOZ 6MG/ML 1 VIAL 150MG/25ML  CONCENT SOLUC PERFUS EFG
677038|PACLITAXEL SANDOZ 6MG/ML 1 VIAL 300MG/50ML  CONCENT SOLUC PERFUS EFG
677039|MAG3 TECHNESCAN 1 MG  EQUIPO DE REACTIVOS PARA PREPARACION RADIOFARMACEUTICA , 5 VIALES DE 10 ML
677047|METRAN 1 G INFUSION, 1 VIAL + 1 AMPOLLA
677054|METRAN 2 G INYECTABLE, 1 VIAL + 1 AMPOLLA
677062|METRAN 2 G INYECTABLE, 1 VIAL + 1 AMPOLLA
677070|METRAN 1 G  INYECTABLE, 1 VIAL + 1 AMPOLLA
677088|ACICLOVIR COMBIX 800 MG 35 COMPRIMIDOS EFG
677104|CLORURO SODICO GRIFOLS 20% SOLUCION INYECTABLE , 1 FRASCO DE 500 ML
677112|PRODERMA 50MG 30 CAPSULAS
677120|SPASMOSARTO 20MG 30 COMPRIMIDOS
677138|SOLUVIT INYECTABLE, 10 VIALES LIOFILIZADOS
677146|PRODERMA 200MG 30 CAPSULAS
677153|PRODERMA 100MG 30 CAPSULAS
677161|IOPIMAX 10 MG/ML  COLIRIO EN SOLUCION, 2 ENV MONOD 0,25ML
677168|LATANOPROST APOTEX 50MCG/ML 2,5ML COLIRIO EN SOLUCION
677175|DOXORUBICINA ACCORD 2MG/ML 1 VIAL 10MG/5ML CONCENTR SOLU PERFUS EFG
677176|DOXORUBICINA ACCORD 2MG/ML 1 VIAL 50MG/25ML CONCENTR SOLU PERF EFG
677177|DOXORUBICINA ACCORD 2MG/ML 1 VIAL 200MG/100ML CONCENT SOL PERFUS EFG
677200|RISEDRONATO SEMANAL ACTAVIS 35MG 4 COMPRIMIDOS RECUB PELIC EFG
677207|BISOPROLOL TEVA 2,5MG 28 COMPRIMIDOS EFG
677208|RINGER LACTATO PHYSAN 1 BOTELLA PP DE 250ML SOLUCION PARA PERFUSION
677209|RINGER LACTATO PHYSAN 1 BOTELLA PP DE 500ML SOLUCION PARA PERFUSION
677210|RINGER LACTATO PHYSAN 1 BOLSA PP DE 250ML SOLUCION PARA PERFUSION
677211|RINGER LACTATO PHYSAN 1 BOLSA PP DE 500ML SOLUCION PARA PERFUSION
677212|RINGER LACTATO PHYSAN 1 BOLSA PVC DE 250ML SOLUCION PARA PERFUSION
677213|RINGER LACTATO PHYSAN 1 BOLSA PVC DE 500ML SOLUCION PARA PERFUSION
677214|CLORURO DE SODIO 0,9% PHYSAN 1 BOTELLA PP DE 50/100ML SOLUC PERFUSION
677215|CLORURO DE SODIO 0,9% PHYSAN 1 BOTELLA PP 100ML SOLUC PERFUSION
677216|CLORURO DE SODIO 0,9% PHYSAN 1 BOTELLA PP 250ML SOLUCION PERFUSION
677217|CLORURO DE SODIO 0,9% PHYSAN 1 BOTELLA PP DE 500ML SOLUC PERFUSION
677218|CLORURO DE SODIO 0,9% PHYSAN 1 BOTELLA PP DE 1000ML SOLUC PERFUSION
677219|CLORURO DE SODIO 0,9% PHYSAN 1 BOLSA PP DE 50/100ML SOLUC PERFUSION
677220|CLORURO DE SODIO 0,9% PHYSAN 1 BOLSA PP DE 100ML SOLUCION PERFUSION
677221|CLORURO DE SODIO 0,9% PHYSAN 1 BOLSA PP DE 250ML SOLUCION PERFUSION
677222|CLORURO DE SODIO 0,9% PHYSAN 1 BOLSA PP DE 500ML SOLUCION PERFUSION
677223|CLORURO DE SODIO 0,9% PHYSAN 1 BOLSA PP DE 1000ML SOLUCION PERFUSION
677224|CLORURO DE SODIO 0,9% PHYSAN 1 BOLSA PVC 50/100ML SOLUCION PERFUSION
677225|CLORURO DE SODIO 0,9% PHYSAN 1 BOLSA PVC DE 100ML SOLUCION PERFUSION
677226|CLORURO DE SODIO 0,9% PHYSAN 1 BOLSA PVC DE 250ML SOLUCION PERFUSION
677227|CLORURO DE SODIO 0,9% PHYSAN 1 BOLSA PVC DE 500ML SOLUCION PERFUSION
677228|CLORURO DE SODIO 0,9% PHYSAN 1 BOLSA PVC 1000ML SOLUCION PERFUSION
677229|GLUCOSA PHYSAN 10% 1 BOTELLA PP DE 250ML SOLUCION PARA PERFUSION
677230|GLUCOSA PHYSAN 10% 1 BOTELLA PP DE 500ML SOLUCION PARA PERFUSION
677231|GLUCOSA PHYSAN 10% 1 BOLSA PP DE 250ML SOLUCION PARA PERFUSION
677232|GLUCOSA PHYSAN 10% 1 BOLSA PP DE 500ML SOLUCION PARA PERFUSION
677233|GLUCOSA PHYSAN 10% 1 BOLSA PVC DE 250ML SOLUCION PARA PERFUSION
677234|GLUCOSA PHYSAN 10% 1 BOLSA PVC DE 500ML SOLUCION PARA PERFUSION
677235|GLUCOSA PHYSAN 5% 1 BOTELLA PP DE 50/100ML SOLUCION PARA PERFUSION
677236|GLUCOSA PHYSAN 5% 1 BOTELLA PP DE 100ML SOLUCION PARA PERFUSION
677237|MONOLITUM 30MG 14 CAPSULAS
677238|GLUCOSA PHYSAN 5% 1 BOTELLA PP DE 250ML SOLUCION PARA PERFUSION
677239|GLUCOSA PHYSAN 5% 1 BOTELLA PP DE 500ML SOLUCION PARA PERFUSION
677240|GLUCOSA PHYSAN 5% 1 BOTELLA  DE PP 1000ML SOLUCION PARA PERFUSION
677241|GLUCOSA PHYSAN 5% 1 BOLSA PP DE 50/100ML SOLUCION PARA PERFUSION
677242|GLUCOSA PHYSAN 5% 1 BOLSA PP DE 100ML SOLUCION PARA PERFUSION
677243|GLUCOSA PHYSAN 5% 1 BOLSA PP DE 250ML SOLUCION PARA PERFUSION
677244|GLUCOSA PHYSAN 5% 1 BOLSA PP DE 500ML SOLUCION PARA PERFUSION
677245|HUMALOG 100U/ML 5 CARTUCHOS 1,5ML
677246|GLUCOSA PHYSAN 5% 1 BOLSA PP DE 1000ML SOLUCION PARA PERFUSION
677247|GLUCOSA PHYSAN 5% 1 BOLSA PVC DE 50/100ML SOLUCION PARA PERFUSION
677248|GLUCOSA PHYSAN 5% 1 BOLSA PVC DE 100ML SOLUCION PARA PERFUSION
677249|GLUCOSA PHYSAN 5%1 BOLSA PVC DE 250ML SOLUCION PARA PERFUSION
677250|GLUCOSA PHYSAN 5% 1 BOLSA PVC DE 500ML SOLUCION PARA PERFUSION
677251|GLUCOSA PHYSAN 5% 1 BOLSA PVC DE 1000ML SOLUCION PARA PERFUSION
677252|HUMALOG 100UI/ML 1 VIAL 10ML SOLUC INY
677254|VALSARTAN/HDCLTZD MABO 160/12,5MG 28 COMPRIMIDOS RECUBIERT PELIC EFG
677255|VALSARTAN/HDCLTZ MABO 160/25MG 28 COMPRIMIDOS RECUBIERTOS PELIC EFG
677256|VALSARTAN/HDCLTZD MABO 80/12,5MG 28 COMPRIMIDOS RECUBIERT PELIC EFG
677257|LOSARTAN/HIDROCLOROTIAZIDA ALMUS 50/12,5MG 28 COMPR RECUB PELIC EFG
677258|LOSARTAN/HIDROCLOROTIAZIDA ALMUS 100/25MG 28 COMPR RECUB PELIC EFG
677259|LERCANIDIPINO NORMON 20MG 28 COMPRIMIDOS RECUB PELIC (AL/PVC) EFG
677261|LERCANIDIPINO NORMON 20MG 28 COMPRIMIDOS RECUB PEL (PVC/PVDC/AL) EFG
677262|DOXAZOSINA AUROBINDO 2MG 28 COMPRIMIDOS EFG
677263|DOXAZOSINA AUROBINDO 4MG 28 COMPRIMIDOS EFG
677264|CAPTOPRIL/HIDROCLOROTIAZIDA QUALIGEN 50/25MG 30 COMPRIMIDOS EFG
677265|CEFUROXIMA KABI 750 MG POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE 1 VIAL + 1 AMPOLLA
677267|JEXT 150MCG 1 PLUMA PRECARGADA SOLUCION INYECTABLE
677268|JEXT 300MCG 1 PLUMA PRECARGADA SOLUCION INYECTABLE
677269|REMIFENTANILO SALA 1MG 5 VIALES POLVO CONCENT SOLUC  INY O PERFUS EFG
677270|REMIFENTANILO SALA 2MG 5 VIALES POLVO CONCENT SOLUC  INY O PERFUS EFG
677271|REMIFENTANILO SALA 5MG 5 VIALES POLVO CONCENT SOLUC  INY O PERFUS EFG
677272|ESOMEPRAZOL KRKA 20MG 14 CAPSULAS DURAS GASTRORRESISTENTES EFG
677273|ESOMEPRAZOL KRKA 40MG 14 CAPSULAS DURAS GASTRORRESISTENTES EFG
677274|ROPINIROL VEGAL 0,5MG 84 COMPRIMIDOS RECU PEL (BLIST PVC/PVDC/AL) EFG
677275|FLUVASTATINA EDIGEN 80MG 28 COMPRIMIDOS LIBERACION PROLONGADA EFG
677276|MANIDIPINO CINFA 20MG 28 COMPRIMIDOS EFG
677277|MANIDIPINO CINFA 10MG 28 COMPRIMIDOS EFG
677278|GONAL-F 150UI/AMPOLLA 10 AMPOLLAS
677279|MANIDIPINO NORMON 10MG 28 COMPRIMIDOS EFG
677280|MANIDIPINO NORMON 20MG 28 COMPRIMIDOS EFG
677285|IRINOTECAN JUSTE 20MG/ML 1 VIAL 15ML CONCENTRADO SOLUC PERF EFG
677286|GONAL-F 150UI/AMPOLLA 1 AMPOLLA
677287|IRINOTECAN JUSTE 20MG/ML 1 VIAL 25ML CONCENTRADO SOLUC PERF EFG
677288|CITALOPRAM CINFA 30MG 56 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
677289|LARGACTIL 40MG/ML 1 FRASCO 30ML GOTAS ORALES EN SOLUCION
677292|PALEXIA RETARD 250MG 60 COMPRIMIDOS DE LIBERACION PROLONGADA
677293|PALEXIA RETARD 200MG 60 COMPRIMIDOS DE LIBERACION PROLONGADA
677294|GONAL-F 75UI/AMPOLLA 10 AMPOLLAS
677295|PALEXIA RETARD 150MG 60 COMPRIMIDOS DE LIBERACION PROLONGADA
677296|PALEXIA RETARD 100MG 60 COMPRIMIDOS DE LIBERACION PROLONGADA
677297|PALEXIA RETARD 50MG 60 COMPRIMIDOS DE LIBERACION PROLONGADA
677298|WILLFACT 1000 UI POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE , 1 VIAL DE 10 ML
677299|TOPIRAMATO RIC 200MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
677300|OLANZAPINA HIBES 5MG 28 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
677301|TOPIRAMATO RIC 50MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
677302|GONAL-F 75UI/AMPOLLA 5 AMPOLLAS
677303|SUMATRIPTAN SUN 6MG /0,5ML 2 JERINGAS PRECARGADAS SOLUC INYECT EFG
677306|EXEMESTANO KERN PHARMA 25MG 30 COMPRIMIDOS RECUBIERTOS PELIC EFG
677308|BROMAZEPAM KERN PHARMA 1,5MG 30 CAPSULAS EFG
677309|OLANZAPINA HIBES 7, 5MG 56 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
677310|GONAL-F 75UI/AMPOLLA 1 AMPOLLA
677311|BROMAZEPAM KERN PHARMA 3MG 30 CAPSULAS EFG
677312|BROMAZEPAM PENSA 1,5MG 30 CAPSULAS EFG
677313|BROMAZEPAM PENSA 3MG 30 CAPSULAS EFG
677314|EXEMESTANO ASTRON 25MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG
677315|LEVOFLOXACINO SPI 500MG 10 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
677316|LEVOFLOXACINO SPI 250MG 10 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
677317|TOPIRAMATO RIC 100MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
677318|LEVOFLOXACINO SWANPOND INVESTMENTS 500MG 10 COMP RECUB PELIC EFG
677319|BICALUTAMIDA COMBIX 50MG 30 COMPRIMIDOS RECUBIERTOS CON PELIC EFG
677320|BICALUTAMIDA KERN PHARMA 150MG 30 COMPRIMIDOS RECUB PELIC EFG
677321|DICLOFENACO PHARMAGENUS 10MG/G GEL 30G
677322|DICLOFENACO PHARMAGENUS 10MG/G GEL 60G
677323|MONTELUKAST MYLAN 10MG  28COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
677325|OLANZAPINA HIBES 10MG 28 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
677326|OLANZAPINA HIBES 10MG 56 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
677327|CELSIOR SOLUCION PARA LA CONSERVACION DE ORGANOS 4 BOLSAS DE 1 LITRO
677329|CANDESARTAN QUALIGEN 16MG 28 COMPRIMIDOS EFG
677330|CANDESARTAN QUALIGEN 8MG 28 COMPRIMIDOS EFG
