PRES_CODIGO|PRES_DESCRIPCION
559298|RIFAMPICINA 75MG / ISONIAZIDA 150MG, 500 COMPRIMIDOS
559299|LIDOCAINA 200MG/INYECTABLE 100 INYECTABLE
559300|ACEITE SOJA PURIFICADO 6G / TRIGLICERIDOS DE CADENA MEDIA 6G / ACEITE DE PESCADO 3G (POR 100ML) 10 ENVASE 250ML INYECTABLE PERFUSION
559301|ACEITE SOJA PURIFICADO 6G / TRIGLICERIDOS DE CADENA MEDIA 6G / ACEITE DE PESCADO 3G (POR 100ML) 10 ENVASE 500ML INYECTABLE PERFUSION
559302|ACEITE SOJA PURIFICADO 6G / TRIGLICERIDOS DE CADENA MEDIA 6G / ACEITE DE PESCADO 3G (POR 100ML) 10 ENVASE 100ML INYECTABLE PERFUSION
559304|GLUCOSA 7G / SODIO CLORURO 560MG / LACTATO SODICO 498MG / CALCIO CLORURO 26,20MG / MAGNESIO CLORURO 15MG (POR 100ML) 10 ENVASE 1000ML SOLUCION INTRAPERIT
559305|ANTIGENO POLISACARIDO MENINGOCOCO GR C 10MCG / PROTEINA CRM 197 DE LA DIFTERIA 13,75MCG(POR INYECTABLE) 10 INYECTABLE
559306|ANTIGENO POLISACARIDO MENINGOCOCO GR C 10MCG / PROTEINA CRM 197 DE LA DIFTERIA 13,75MCG(POR INYECTABLE) 5 INYECTABLE
559309|RACECADOTRILO 100MG, 500 CAPSULAS
559310|EPINEFRINA 22,50MCG/INYECTABLE 100 INYECTABLE
559311|SODIO CLORURO 618MG / SODIO BICARBONATO 359MG (POR 100ML) 2 ENVASE 4000ML INYECTABLE PERFUSION
559312|BARIO SULFATO 500G / SIMETICONA 250MG (POR ENEMA) 10 ENEMA 500ML
559314|FENITOINA 50MG/INYECTABLE IV 50 INYECTABLE
559315|ALGELDRATO 600MG / CALCIO CARBONATO 660MG / MAGNESIO CARBONATO 390MG / MAGNESIO TRISILICATO 900MG, 500 SOBRES
559317|FLUVASTATINA 80MG, 490 COMPRIMIDOS LIBERACION MODIFICADA
559318|TORASEMIDA 10MG, 500 COMPRIMIDOS LIBERACION MODIFICADA
559320|ARTICAINA 34MG / EPINEFRINA 10MCG(POR INYECTABLE) 50 INYECTABLE
559324|CARBOPLATINO 50MG/INYECTABLE IV 25 INYECTABLE
559325|CEFTRIAXONA 500MG/INYECTABLE IV 100 INYECTABLE
559329|PIPERACILINA SODICA 2G / TAZOBACTAM SODICO 250MG(POR INYECTABLE IV) 50 INYECTABLE
559331|CLARITROMICINA 125MG, 100 SOBRES
559332|TERBINAFINA 250MG, 500 COMPRIMIDOS
559333|GLUCOSAMINA 1,50G, 500 SOBRES
559334|CARBOPLATINO 450MG/INYECTABLE IV 10 INYECTABLE
559339|TORASEMIDA 5MG, 500 COMPRIMIDOS LIBERACION MODIFICADA
559340|CEFTAZIDIMA 2G/INYECTABLE IV 50 INYECTABLE
559341|IOMEPROL 81,65G/100ML 1 ENVASE 500ML INYECTABLE PERFUSION
559342|PROPOFOL 2G/100ML 10 ENVASE 50ML INYECTABLE PERFUSION
559343|ARTICAINA 40MG / EPINEFRINA 20MCG(POR INYECTABLE) 50 INYECTABLE
559344|GLIMEPIRIDE 4MG, 500 COMPRIMIDOS
559345|GLIMEPIRIDE 2MG, 500 COMPRIMIDOS
559346|GLUCOSA 10G/100ML 24 ENVASE 250ML INYECTABLE PERFUSION
559347|GLUCOSA 10G/100ML 24 ENVASE 500ML INYECTABLE PERFUSION
559348|GLUCOSA 20G/100ML 24 ENVASE 250ML INYECTABLE PERFUSION
559349|ONDANSETRON 8MG/INYECTABLE IV 25 INYECTABLE
559350|ONDANSETRON 4MG, 100 COMPRIMIDOS
559351|ONDANSETRON 8MG, 100 COMPRIMIDOS
559352|ONDANSETRON 4MG/INYECTABLE IV 25 INYECTABLE
559353|GLUCOSA 5G/100ML 30 ENVASE 100ML INYECTABLE PERFUSION
559354|GLUCOSA 5G/100ML 30 ENVASE 50ML INYECTABLE PERFUSION
559355|GLUCOSA 5G/100ML 24 ENVASE 250ML INYECTABLE PERFUSION
559356|SODIO CLORURO 900MG/100ML 30 ENVASE 100ML INYECTABLE PERFUSION
559357|SODIO CLORURO 900MG/100ML 30 ENVASE 50ML INYECTABLE PERFUSION
559358|SODIO CLORURO 900MG/100ML 24 ENVASE 250ML INYECTABLE PERFUSION
559359|SODIO CLORURO 900MG/100ML 20 ENVASE 250ML INYECTABLE PERFUSION
559360|SODIO CLORURO 900MG/100ML 20 ENVASE 500ML INYECTABLE PERFUSION
559361|SODIO CLORURO 900MG/100ML 10 ENVASE 1000ML INYECTABLE PERFUSION
559362|CLARITROMICINA 250MG, 100 SOBRES
559363|CEFTRIAXONA 250MG/INYECTABLE IV 100 INYECTABLE
559364|CEFTRIAXONA 250MG/INYECTABLE IM 100 INYECTABLE
559366|GLIMEPIRIDE 1MG, 500 COMPRIMIDOS
559367|CARBOPLATINO 150MG/INYECTABLE IV 25 INYECTABLE
559368|SODIO CLORURO 900MG / GLUCOSA 5G (POR 100ML) 100 ENVASE 1000ML INYECTABLE PERFUSION
559369|SODIO CLORURO 900MG / GLUCOSA 5G (POR 100ML) 30 ENVASE 200ML INYECTABLE PERFUSION
559370|SODIO CLORURO 900MG / GLUCOSA 5G (POR 100ML) 30 ENVASE 100ML INYECTABLE PERFUSION
559371|SODIO CLORURO 900MG / GLUCOSA 5G (POR 100ML) 30 ENVASE 50ML INYECTABLE PERFUSION
559372|SODIO CLORURO 900MG / GLUCOSA 5G (POR 100ML) 24 ENVASE 250ML INYECTABLE PERFUSION
559373|SODIO CLORURO 900MG / GLUCOSA 5G (POR 100ML) 10 ENVASE 100ML INYECTABLE PERFUSION
559374|OLMESARTAN 20MG / HIDROCLOROTIAZIDA 25MG, 500 COMPRIMIDOS
559375|OLMESARTAN 20MG / HIDROCLOROTIAZIDA 12,50MG, 500 COMPRIMIDOS
559376|LOSARTAN 25MG, 500 COMPRIMIDOS
559377|GLUCOSAMINA 400MG, 1000 CAPSULAS
559378|ARTICAINA 40MG / EPINEFRINA 10MCG(POR INYECTABLE) 100 INYECTABLE
559379|ARTICAINA 40MG / EPINEFRINA 50MCG(POR INYECTABLE) 100 INYECTABLE
559380|CLARITROMICINA 187,50MG, 100 SOBRES
559381|POLIETILENGLICOL 4000 10G, 100 SOBRES
559382|SODIO CLORURO 5,84G/100ML 100 ENVASE 10ML INYECTABLE PERFUSION
559383|RIFAMPICINA 150MG / ISONIAZIDA 75MG / ETAMBUTOL 275MG / PIRAZINAMIDA 400MG, 500 COMPRIMIDOS
559384|MORFINA 10MG/ENV. MONOD. 30ENVASES MONODOSIS ENVASES MONODOSIS
559385|MORFINA 10MG/5ML 100ML SOLUCION ORAL
559386|MORFINA 20MG/ML 20ML GOTAS/SOLUCION ORAL
559387|GLUCOSA 20G/100ML 1 ENVASE 250ML INYECTABLE PERFUSION
559388|GLUCOSA 20G/100ML 1 ENVASE 500ML INYECTABLE PERFUSION
559389|DIAZEPAM 5MG, 40 COMPRIMIDOS
559390|SODIO CLORURO 900MG / GLUCOSA 5G (POR 100ML) 1 ENVASE 50ML INYECTABLE PERFUSION
559391|CETIRIZINA 10MG, 100 COMPRIMIDOS
559392|METRONIDAZOL 250MG, 500 COMPRIMIDOS
559393|CEFOXITINA SODICA 2G/INYECTABLE IV 100 INYECTABLE
559394|OMEPRAZOL 20MG, 1000 CAPSULAS
559395|TRAMADOL CLORHIDRATO 200MG, 30 COMPRIMIDOS LIBERACION MODIFICADA
559396|EPIRUBICINA CLORHIDRATO 50MG/INYECTABLE IV 1 INYECTABLE
559397|EPIRUBICINA CLORHIDRATO 200MG/INYECTABLE IV 1 INYECTABLE
559398|EPIRUBICINA CLORHIDRATO 10MG/INYECTABLE IV 1 INYECTABLE
559399|TRAMADOL CLORHIDRATO 100MG, 30 COMPRIMIDOS LIBERACION MODIFICADA
559400|HIERRO (II), SULFATO 325MG, 30 COMPRIMIDOS LIBERACION MODIFICADA
559401|IBANDRONICO ACIDO 150MG, 1 COMPRIMIDO MENSUAL
559402|HORMONA PARATIROIDEA 100MCG/DOSIS 28 DOSIS CARTUCHO
559403|EPIRUBICINA CLORHIDRATO 100MG/INYECTABLE IV 1 INYECTABLE
559404|CALCIO CARBONATO 600MG / COLECALCIFEROL 400UI, 20 COMPRIMIDOS EFERVESCENTES
559405|TRAMADOL CLORHIDRATO 300MG, 30 COMPRIMIDOS LIBERACION MODIFICADA
559406|DONEPEZILO CLORHIDRATO 5MG, 120 COMPRIMIDOS BUCODISPERSABLES
559407|DONEPEZILO CLORHIDRATO 10MG, 120 COMPRIMIDOS BUCODISPERSABLES
559408|CEFUROXIMA SODICA 500MG, 500 COMPRIMIDOS
559409|CEFUROXIMA SODICA 250MG, 500 COMPRIMIDOS
559410|FORMOTEROL 12MCG/DOSIS 50 SOLUCION INHALACION ENV. A PRESION
559414|IOHEXOL 51,80G/100ML 1 ENVASE 50ML INYECTABLE PERFUSION
559415|ROPINIROL CLORHIDRATO 2MG, 28 COMPRIMIDOS
559416|ROPINIROL CLORHIDRATO 500MCG, 84 COMPRIMIDOS
559419|ROPINIROL CLORHIDRATO 250MCG, 12 COMPRIMIDOS
559420|GALANTAMINA 8MG, 28 CAPSULAS LIBERACION MODIFICADA
559422|GALANTAMINA 16MG, 28 CAPSULAS LIBERACION MODIFICADA
559423|GALANTAMINA 24MG, 28 CAPSULAS LIBERACION MODIFICADA
559424|SORAFENIB 200MG, 112 COMPRIMIDOS
559425|PARACETAMOL 300MG / CODEINA 30MG, 20 COMPRIMIDOS
559426|CIPROFLOXACINO 1,20MG/ENV MONOD 20ENVASES MONODOSIS GOTAS OTICAS
559427|GLIMEPIRIDE 4MG / ROSIGLITAZONA 4MG, 28 COMPRIMIDOS
559428|SUNITINIB 12,50MG, 30 CAPSULAS
559429|SUNITINIB 25MG, 30 CAPSULAS
559430|SUNITINIB 50MG, 30 CAPSULAS
559431|GLIMEPIRIDE 4MG / ROSIGLITAZONA 8MG, 28 COMPRIMIDOS
559432|IBUPROFENO 40MG/ML 150ML GOTAS/SOLUCION ORAL
559433|IBUPROFENO 40MG/ML 100ML GOTAS/SOLUCION ORAL
559434|IBUPROFENO 40MG/ML 30ML GOTAS/SOLUCION ORAL
559435|ROTIGOTINA 2MG / ROTIGOTINA 4MG / ROTIGOTINA 6MG / ROTIGOTINA 8MG 28 PARCHES
559436|ROTIGOTINA 4MG 28 PARCHES
559437|ROTIGOTINA 6MG 28 PARCHES
559438|ROTIGOTINA 8MG 28 PARCHES
559439|DIHIDROERGOCRISTINA 1MG/ML 50ML GOTAS/SOLUCION ORAL
559440|SALICILATO DIETILAMINA 100MG / CINEOL 4MG (POR G) 60G POMADA
559441|BUDESONIDA 3MG, 50 CAPSULAS LIBERACION MODIFICADA
559442|CLINDAMICINA 10MG/ML 30ML EMULSION TOPICA
559443|CROMOGLICATO 20MG, 20 CAPSULA+INHALADOR
559444|TICARCILINA DISODICA 5G/INYECTABLE 1 INYECTABLE
559445|ORNITINA 313,50MG / LISINA 700,30MG / ACETILCISTEINA 63,10MG / ARGININA 1,15G / GLICINA 988MG / HISTIDINA 650MG / ...  (POR 100ML) 1 ENVASE 500ML INYECTABLE PERFUSION
559446|MICOFENOLATO DE MOFETILO 500MG/INYECTABLE IV 4 INYECTABLE
559447|HIDROXIETIL ALMIDON 6G/100ML 1 ENVASE 250ML INYECTABLE PERFUSION
559448|SODIO BICARBONATO 1,40G/100ML 3 ENVASE 3000ML INYECTABLE PERFUSION
559449|SODIO BICARBONATO 1,40G/100ML 2 ENVASE 5000ML INYECTABLE PERFUSION
559450|VINORELBINA 10MG/INYECTABLE IV 1 INYECTABLE
559451|VINORELBINA 10MG/INYECTABLE IV 1 INYECTABLE
559452|GEMCITABINA 1G/INYECTABLE IV 1 INYECTABLE
559453|GRANISETRON 3MG/INYECTABLE IV 5 INYECTABLE
559454|GRANISETRON 3MG/INYECTABLE IV 1 INYECTABLE
559455|GANCICLOVIR 500MG/INYECTABLE 5 INYECTABLE
559456|ACEITE SEMILLA SOJA 20G/100ML 1 ENVASE 250ML INYECTABLE PERFUSION
559457|ACEITE SEMILLA SOJA 20G/100ML 1 ENVASE 1000ML INYECTABLE PERFUSION
559458|ACEITE SEMILLA SOJA 20G/100ML 1 ENVASE 500ML INYECTABLE PERFUSION
559459|ACEITE SEMILLA SOJA 20G/100ML 1 ENVASE 100ML INYECTABLE PERFUSION
559460|ZIDOVUDINA 200MG/INYECTABLE IV 5 INYECTABLE
559461|TOXINA BOTULINICA TIPO A 500UI/INYECTABLE 2 INYECTABLE
559462|IRINOTECAN 40MG/INYECTABLE IV 1 INYECTABLE
559463|FILGRASTIM 480MCG/JERINGA PRECARGADA 5 JERINGA PRECARGADA
559464|FILGRASTIM 480MCG/JERINGA PRECARGADA 1 JERINGA PRECARGADA
559465|SERINA 112MG / GLUCOSA 5,50G / POTASIO CLORURO 224MG / SODIO DIHIDROGENO FOSFATO 140MG / TRIPTOFANO 70MG / GLICINA 245MG / ...  (POR 100ML) 1000 ENVASE ML INYECTABLE PERFUSION
559467|ATRACURIO 300MG/INYECTABLE IV 1 INYECTABLE
559468|LENOGRASTIM 105MCG/INYECTABLE IV 5 INYECTABLE
559469|LENOGRASTIM 105MCG/INYECTABLE IV 1 INYECTABLE
559470|DIDANOSINA 150MG, 60 COMPRIMIDOS
559472|MIVACURIO CLORURO 10MG/INYECTABLE IV 5 INYECTABLE
559473|BCG (CULTIVO VIVO DESECADO) 12,50MG/INYECTABLE, 3 INYECTABLE
559474|BCG (CULTIVO VIVO DESECADO) 12,50MG/INYECTABLE, 1 INYECTABLE
559476|COMPLEJO COAGULANTE ANTIINHIBIDOR 500U FE/INYECTABLE IV 1 INYECTABLE
559477|FACTOR VII 600UI / FACTOR IX 600UI / FACTOR X 600UI / PROTROMBINA 600UI / ANTITROMBINA III 22,50MG / PROTEINAS PLASMATICAS 525MG(POR INYECTABLE IV) 1 INYECTABLE
559478|ALANINA 830MG / LISINA 751MG / GLUTAMICO ACIDO 570MG / ARGININA 880MG / LEUCINA 1,36G / PROLINA 710MG / ...  (POR 100ML) 1 ENVASE 500ML INYECTABLE PERFUSION
559479|LEUCINA 1,30G / LISINA 1,20G / PROLINA 971MG / ALANINA 930MG / VALINA 900MG / ISOLEUCINA 800MG / ...  (POR 100ML) 1 ENVASE 250ML INYECTABLE PERFUSION
559480|LEUCINA 1,30G / LISINA 1,20G / PROLINA 971MG / ALANINA 930MG / VALINA 900MG / ISOLEUCINA 800MG / ...  (POR 100ML) 1 ENVASE 100ML INYECTABLE PERFUSION
559481|BIOTINA 60MCG / CIANOCOBALAMINA 10MCG / FOLICO ACIDO 400MCG / ASCORBICO ACIDO 113MG / NICOTINAMIDA 40MG / PANTOTENICO ACIDO 16,50MG / ... (POR INYECTABLE IV) 10 INYECTABLE
559482|FACTOR IX CONCENTRADO 1,20MILES UI/INYECTABLE IV 1 INYECTABLE
559483|CISPLATINO 100MG/INYECTABLE IV 1 INYECTABLE
559484|ESTAVUDINA 15MG, 56 CAPSULAS
559485|ESTAVUDINA 30MG, 56 CAPSULAS
559486|ESTAVUDINA 40MG, 56 CAPSULAS
559487|POTASIO CLORURO 149MG / SODIO CLORURO 900MG (POR 100ML) 1 ENVASE 500ML INYECTABLE PERFUSION
559488|POTASIO CLORURO 149MG / GLUCOSA 5G (POR 100ML) 1 ENVASE 500ML INYECTABLE PERFUSION
559489|EPOETINA BETA 10MILES UI/JERINGA PRECARGADA 6 JERINGA PRECARGADA
559490|EPOETINA BETA 10MILES UI/CARTUCHO 3 CARTUCHO
559491|EPOETINA BETA 10MILES UI/CARTUCHO 1 CARTUCHO
559492|CISPLATINO 50MG/INYECTABLE IV 1 INYECTABLE
559493|CISPLATINO 50MG/INYECTABLE IV 1 INYECTABLE
559494|CISPLATINO 50MG/INYECTABLE IV 1 INYECTABLE
559495|CEFEPIMA 2G/INYECTABLE IV 1 INYECTABLE
559496|SOMATOSTATINA 250MCG/INYECTABLE IV 1 INYECTABLE
559497|TOXINA BOTULINICA TIPO B 2,50MILES UI/INYECTABLE 1 INYECTABLE
559498|TOXINA BOTULINICA TIPO B 10MILES UI/INYECTABLE 1 INYECTABLE
559499|OFLOXACINO 200MG/INYECTABLE IV 1 INYECTABLE
559500|DIDANOSINA 25MG, 60 COMPRIMIDOS
559501|DIDANOSINA 50MG, 60 COMPRIMIDOS
559502|DIDANOSINA 100MG, 60 COMPRIMIDOS
559504|ETOPOSIDO 100MG/INYECTABLE IV 10 INYECTABLE
559505|ETOPOSIDO 100MG/INYECTABLE IV 1 INYECTABLE
559506|PIPERACILINA SODICA 4G / TAZOBACTAM SODICO 500MG(POR INYECTABLE IV) 1 INYECTABLE
559507|AMOXICILINA 1G / CLAVULANICO 200MG(POR INYECTABLE IV) 1 INYECTABLE
559508|AMOXICILINA 1G / CLAVULANICO 200MG(POR INYECTABLE IV) 1 INYECTABLE
559509|FOLINATO 50MG/INYECTABLE 5
559510|METOTREXATO 1G/INYECTABLE 1 INYECTABLE
559513|ACICLOVIR 1G/INYECTABLE IV 1 INYECTABLE
559515|CEFPIROMA SULFATO 500MG/INYECTABLE IV 1 INYECTABLE
559516|SERINA 112MG / GLUCOSA 5,50G / SODIO CLORURO 20MG / POTASIO CLORURO 224MG / TRIPTOFANO 70MG / GLICINA 245MG / ...  (POR 100ML) 500 ENVASE ML INYECTABLE PERFUSION
559517|SUXAMETONIO CLORURO 100MG/INYECTABLE 5 INYECTABLE
559518|GLUCOSA 5,50G / SERINA 96MG / SODIO CLORURO 47MG / ZINC ACETATO 1,76G / TRIPTOFANO 60MG / GLICINA 210MG / ...  (POR 100ML) 1000 ENVASE ML INYECTABLE PERFUSION
559519|GLUCOSA 5,50G / SERINA 96MG / SODIO CLORURO 47MG / ZINC ACETATO 1,76G / TRIPTOFANO 60MG / GLICINA 210MG / ...  (POR 100ML) 500 ENVASE ML INYECTABLE PERFUSION
559522|DEXTRAN-HIERRO 100MG/INYECTABLE IV 5 INYECTABLE
559523|CEFOTAXIMA 2G/INYECTABLE IV 1 INYECTABLE
559525|GLUCOSA 10G / GLUTAMICO ACIDO 900MG / PROLINA 810MG / SERINA 750MG / FENILALANINA 550MG / LEUCINA 530MG / ...  (POR 100ML) 1 ENVASE 750ML INYECTABLE PERFUSION
559526|GLUCOSA 10G / GLUTAMICO ACIDO 900MG / PROLINA 810MG / SERINA 750MG / FENILALANINA 550MG / LEUCINA 530MG / ...  (POR 100ML) 1 ENVASE 1000ML INYECTABLE PERFUSION
559527|GLUCOSA 10G / GLUTAMICO ACIDO 900MG / PROLINA 810MG / SERINA 750MG / FENILALANINA 550MG / LEUCINA 530MG / ...  (POR 100ML) 1 ENVASE 500ML INYECTABLE PERFUSION
559528|LAMIVUDINA 100MG, 28 COMPRIMIDOS
559529|SUERO ANTILINFOCITARIO 100MG/INYECTABLE IV 1 INYECTABLE
559535|FENITOINA 100MG/INYECTABLE IV 1 INYECTABLE
559537|PROTEINA C HUMANA 500UI/INYECTABLE IV 1 INYECTABLE
559538|ALEMTUZUMAB 30MG/INYECTABLE IV 3 INYECTABLE
559539|ANAKINRA 100MG/JERINGA PRECARGADA 28 JERINGA PRECARGADA
559540|ANAKINRA 100MG/JERINGA PRECARGADA 7 JERINGA PRECARGADA
559541|BUPIVACAINA CLORHIDRATO 20MG/INYECTABLE, 20 INYECTABLE
559542|PROPOFOL 400MG/INYECTABLE IV 5 INYECTABLE
559543|FENILBUTIRATO SODIO 94G/100G 266G GRANULADO
559544|DROTRECOGINA ALFA 5MG/INYECTABLE IV 1 INYECTABLE
559545|OXALIPLATINO 20MG/INYECTABLE IV 1 INYECTABLE
559546|ETOPOSIDO 400MG/INYECTABLE IV 1 INYECTABLE
559547|CISATRACURIO 150MG/INYECTABLE IV 1 INYECTABLE
559548|LEVOSIMENDAN 25MG/INYECTABLE IV 1 INYECTABLE
559549|RITONAVIR 400MG/5ML 90ML SOLUCION ORAL, 5 ENVASES
559550|LARONIDASA 500UI/INYECTABLE IV 1 INYECTABLE
559551|EPOETINA ALFA 500UI/JERINGA PRECARGADA 6 JERINGA PRECARGADA
559552|ARSENICO 10MG/INYECTABLE IV 10 INYECTABLE
559553|PROTEINA C HUMANA 1MILES UI/INYECTABLE IV 1 INYECTABLE
559554|GLICEROFOSFATO SODICO 4,32G/INYECTABLE IV 10 INYECTABLE
559555|AGALSIDASA ALFA 3,50MG/INYECTABLE IV 1 INYECTABLE
559556|PARICALCITOL 10MCG/INYECTABLE IV 5 INYECTABLE
559557|DROTRECOGINA ALFA 20MG/INYECTABLE IV 1 INYECTABLE
559558|ETOPOSIDO 200MG/INYECTABLE IV 1 INYECTABLE
559559|ETOPOSIDO 500MG/INYECTABLE IV 1 INYECTABLE
559560|LEVOSIMENDAN 12,50MG/INYECTABLE IV 1 INYECTABLE
559561|AGALSIDASA BETA 35MG/INYECTABLE IV 1 INYECTABLE
559562|MIDAZOLAM 10MG/INYECTABLE 5 INYECTABLE
559563|POTASIO CLORURO 7,45G/100ML 10 ENVASE 10ML INYECTABLE PERFUSION
559564|POTASIO CLORURO 7,45G/100ML 1 ENVASE 20ML INYECTABLE PERFUSION
559565|POTASIO CLORURO 7,45G/100ML 1 ENVASE 10ML INYECTABLE PERFUSION
559566|HIDRALAZINA CLORHIDRATO 20MG/INYECTABLE 5 INYECTABLE
559567|ESTRONCIO 150MEGABEQUERELIOS/INYECTABLE 1 INYECTABLE
559568|INHIBIDOR DE LA ALFA-1 PROTEINASA 500MG/INYECTABLE IV 1 INYECTABLE
559569|INHIBIDOR DE LA ALFA-1 PROTEINASA 1G/INYECTABLE IV 1 INYECTABLE
559570|MIDAZOLAM 15MG/INYECTABLE 10 INYECTABLE
559572|MIDAZOLAM 15MG/INYECTABLE 5 INYECTABLE
559573|GAMMAGLOBULINA ANTITIMOCITICA 25MG/INYECTABLE IV 1 INYECTABLE
559574|TOXINA BOTULINICA TIPO A 100UI/INYECTABLE 1 INYECTABLE
559575|ANTITROMBINA III 500UI/INYECTABLE IV 1 INYECTABLE
559576|ZIDOVUDINA 50MG/5ML 200ML SOLUCION ORAL
559577|FLECAINIDA ACETATO 150MG/INYECTABLE IV 5 INYECTABLE
559578|CEFPIROMA SULFATO 1G/INYECTABLE 1 INYECTABLE
559579|EPOETINA BETA 5MILES UI/JERINGA PRECARGADA 6 JERINGA PRECARGADA
559580|ZIDOVUDINA 250MG, 40 CAPSULAS
559581|KANAMICINA 1G/INYECTABLE 1 INYECTABLE
559582|TIOPENTAL SODICO 1G/INYECTABLE 1 INYECTABLE
559583|TIOPENTAL SODICO 1G/INYECTABLE 1 INYECTABLE
559584|METRONIDAZOL 500MG/INYECTABLE IV 1 INYECTABLE
559585|METOTREXATO 500MG/INYECTABLE 1 INYECTABLE
559586|RITUXIMAB 100MG/INYECTABLE IV 2 INYECTABLE
559587|EPOETINA ALFA 4MILES UI/JERINGA PRECARGADA 6 JERINGA PRECARGADA
559588|EPOETINA ALFA 4MILES UI/INYECTABLE 6 INYECTABLE
559589|SAQUINAVIR 200MG, 270 CAPSULAS
559590|BUPIVACAINA CLORHIDRATO 75MG/INYECTABLE 1 INYECTABLE
559591|ADENOSINA 6MG/INYECTABLE IV 6 INYECTABLE
559593|VALPROICO ACIDO 400MG/INYECTABLE IV 1 INYECTABLE
559594|RH DNASA 2,50MG/ENV MONOD 30 ENVASES MONODOSIS SOLUCION INHALACION
559595|LENOGRASTIM 263MCG/INYECTABLE IV 5 INYECTABLE
559596|LENOGRASTIM 263MCG/INYECTABLE IV 1 INYECTABLE
559597|FACTOR IX 1MILES UI/INYECTABLE IV 1 INYECTABLE
559598|FACTOR IX 1MILES UI/INYECTABLE IV 1 INYECTABLE
559599|FACTOR IX 1MILES UI/INYECTABLE IV 1 INYECTABLE
559600|FACTOR IX 500UI/INYECTABLE IV 1 INYECTABLE
559601|FACTOR IX 500UI/INYECTABLE IV 1 INYECTABLE
559602|FACTOR IX 500UI/INYECTABLE IV 1 INYECTABLE
559603|FACTOR IX 250UI/INYECTABLE IV 1 INYECTABLE
559604|FACTOR IX 250UI/INYECTABLE IV 1 INYECTABLE
559605|TETROFOSMINA 230MCG/INYECTABLE IV 5 INYECTABLE
559606|TETROFOSMINA 230MCG/INYECTABLE IV 2 INYECTABLE
559607|URAPIDIL 50MG/INYECTABLE IV 5 INYECTABLE
559608|URAPIDIL 25MG/INYECTABLE IV 5 INYECTABLE
559609|ZALCITABINA 750MCG, 100 COMPRIMIDOS
559610|PACLITAXEL 30MG/INYECTABLE IV 1 INYECTABLE
559611|INDIO 111 122MBQ / PENTETREOTIDA 10MCG(POR INYECTABLE IV) 1 INYECTABLE
559612|ABCIXIMAB 10MG/INYECTABLE IV 1 INYECTABLE
559614|CALCITRIOL 1MCG/INYECTABLE IV 25 INYECTABLE
559615|FLUDARABINA 50MG/INYECTABLE IV 5 INYECTABLE
559616|EPOETINA ALFA 3MILES UI/JERINGA PRECARGADA 6 JERINGA PRECARGADA
559617|TACROLIMUS 5MG/INYECTABLE IV 10 INYECTABLE
559618|MILRINONA 20MG/INYECTABLE IV 10 INYECTABLE
559619|TEICOPLANINA 200MG/INYECTABLE 1 INYECTABLE
559620|TEICOPLANINA 400MG/INYECTABLE 1 INYECTABLE
559621|MILRINONA 10MG/INYECTABLE IV 10 INYECTABLE
559622|ERITROMICINA 1G/INYECTABLE IV 1 INYECTABLE
559623|ACEITE SEMILLA SOJA 10G/100ML 1 ENVASE 250ML INYECTABLE PERFUSION
559624|ACEITE SEMILLA SOJA 10G/100ML 1 ENVASE 500ML INYECTABLE PERFUSION
559625|ACEITE SEMILLA SOJA 10G/100ML 1 ENVASE 100ML INYECTABLE PERFUSION
559626|ACEITE SEMILLA SOJA 5G / TRIGLICERIDOS DE CADENA MEDIA 5G (POR 100ML) 1 ENVASE 250ML INYECTABLE PERFUSION
559627|ACEITE SEMILLA SOJA 5G / TRIGLICERIDOS DE CADENA MEDIA 5G (POR 100ML) 1 ENVASE 500ML INYECTABLE PERFUSION
559628|ACEITE SEMILLA SOJA 5G / TRIGLICERIDOS DE CADENA MEDIA 5G (POR 100ML) 1 ENVASE 100ML INYECTABLE PERFUSION
559629|ACEITE SEMILLA SOJA 10G / TRIGLICERIDOS DE CADENA MEDIA 10G (POR 100ML) 1 ENVASE 250ML INYECTABLE PERFUSION
559630|ACEITE SEMILLA SOJA 10G / TRIGLICERIDOS DE CADENA MEDIA 10G (POR 100ML) 1 ENVASE 500ML INYECTABLE PERFUSION
559631|ACEITE SEMILLA SOJA 10G / TRIGLICERIDOS DE CADENA MEDIA 10G (POR 100ML) 1 ENVASE 100ML INYECTABLE PERFUSION
559632|EPOETINA ALFA 2MILES UI/JERINGA PRECARGADA 6 JERINGA PRECARGADA
559633|EPOETINA ALFA 2MILES UI/INYECTABLE 6 INYECTABLE
559634|PROPOFOL 200MG/INYECTABLE IV 5 INYECTABLE
559635|PROPOFOL 200MG/INYECTABLE IV 1 INYECTABLE
559636|PROPOFOL 200MG/JERINGA PRECARGADA 1 JERINGA PRECARGADA
559637|PROPOFOL 200MG/JERINGA PRECARGADA 1 JERINGA PRECARGADA
559638|GLICINA 1,03G / ALANINA 2,07G / LEUCINA 730MG / LISINA 726MG / PROLINA 680MG / ACETATO SODICO 680MG / ...  (POR 100ML) 1 ENVASE 1000ML INYECTABLE PERFUSION
559639|GLICINA 1,03G / ALANINA 2,07G / LEUCINA 730MG / LISINA 726MG / PROLINA 680MG / ACETATO SODICO 680MG / ...  (POR 100ML) 1 ENVASE 500ML INYECTABLE PERFUSION
559640|ALTEPLASA 20MG/INYECTABLE IV 1 INYECTABLE
559641|FLUORESCEINA 600MG/INYECTABLE IV 10 INYECTABLE
